Blog	make	well	made	milk	heat	when	pour	flour	recipe	mixture	an	whisk	use	baking	have	c	you	all	dessert	f	egg	granulated	gelatin	salt	set	desired	by	extra	good	remove	do	cup	about	invert	but	eggs	yolks	desserts	amount	pastry	bring	fine	candied	extract	minutes	tsp	they	bowl	teaspoon	my	boil	powder	some	lb	sheet	syrup	coffee	pan	fruit	cut	like	smooth	pinch	whipping	mix	stir	over	dough	day	cocoa	used	these	bean	liquor	soft	most	lemon	allow	oven	orange	small	puree	refrigerator	cover	we	many	yolk	ice	peel	paste	prepare	cake	tart	bake	cheese	juice	ingredients	no	white	large	zest	may	cold	our	since	onto	plastic	hazelnut	than	aside	without	shortbread	has	couverture	tablespoons	powdered	also	e	mascarpone	cool	here	bloomed	me	work	then	heavy	delicious	ganache	other	few	x	s	cm	surface	citrus	center	meringue	people	sorbet	raspberry	your	shells	time	results	brown	fold	leaves	lime	chocolates	type	more	ml	tbsp	pieces	needed	cremeux	glucose	coconut	sheets	batter	caramel	best	let	sweet	non	just	whites	much	low	fill	fresh	four	almond	golden	room	crystallized	mousse	food	half	bread	always	filling	temperature	serve	fruits	boiling	texture	pumpkin	de	optional	simply	cr	pg	cranberries	streusel	melted	balance	same	toasted	cherries	silpat	dark	served	tempered	grapefruit	was	strawberries	hazelnuts	almonds	belgian	petit	baked	thin	dried	even	what	fleur	filled	cinnamon	makes	flavors	sabl	process	panna	machine	light	before	style	cotta	sauce	them	whip	keep	feel	thick	least	too	homemade	b	tarts	marie	bain	only	whipped	freeze	sel	cakes	spread	certain	gently	while	layer	inch	speed	adding	combine	does	simmer	wrap	combined	pie	curd	together	roll	nougatine	gelato	blend	pectin	tiramisu	saucepan	yeast	tea	port	crust	above	stabilizer	hours	marnier	liqueur	prefer	glass	high	honey	something	rather	fondant	how	product	kumquats	such	green	serving	cook	plated	l	glasses	lukewarm	crisp	organic	turn	chopped	another	cups	quality	size	little	their	perfectly	part	ginger	mint	take	so	cheesecake	jam	black	spatula	contain	result	molds	silicone	frangelico	create	frozen	breton	grand	higher	oil	puff	less	obtain	tuile	belgium	world	necessary	semi	italian	marmalade	br	side	ensure	cranberry	slightly	anise	below	stirring	am	mold	star	important	once	layers	certainly	passion	te	brownie	fat	figs	mixing	caramels	wooden	humidity	p	quick	moistening	cookies	smaller	second	cooking	ramekins	method	pate	excess	obtained	products	love	apple	would	creamy	therefore	recommend	creams	flat	moistened	pecan	particular	hour	sour	temperatures	making	beautiful	heart	needs	freezer	after	speculoos	third	pans	still	perfect	unsalted	pecans	sweetened	flexipan	opera	found	meal	pistachios	ring	out	content	red	free	raisin	soda	featured	frame	shell	chefeddy	treated	fashion	need	breakfast	any	gateau	added	who	pipe	contemporary	find	blender	ratio	rice	starch	nearly	gel	yield	optimum	halves	entremet	terms	were	however	article	kitchen	piece	instant	etc	com	point	color	been	beer	slowly	firm	coulis	chill	enrobing	kumquat	grainy	thus	rulers	macadamia	containing	upside	week	http	hand	brussels	chinois	consistency	scrape	parchment	rose	macaronade	had	easy	marmalades	remaining	candy	www	because	often	buddha	provides	corn	pistachio	seeds	marshmallow	down	matcha	strip	reducing	brownies	reduction	long	way	peppermint	strawberry	servings
Molten Lava Cake	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Valentines Desserts	1	3	0	0	1	1	0	3	0	4	0	6	0	1	0	2	1	1	2	2	4	1	4	2	3	1	1	1	0	3	2	0	3	2	0	0	2	2	1	1	2	1	0	3	3	2	0	6	0	1	2	0	0	0	0	0	0	0	1	1	0	2	0	2	2	1	1	8	0	0	0	0	0	3	3	0	0	0	2	0	1	0	1	0	0	0	2	0	0	0	2	0	10	1	2	0	0	0	4	2	0	1	2	0	0	0	0	4	0	3	0	0	0	2	0	2	0	0	6	2	1	0	0	1	1	3	0	2	0	1	0	0	0	1	0	0	0	0	0	4	0	4	0	0	1	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	3	0	1	0	2	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	2	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	2	0	0	1	1	0	0	2	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	1	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frangelico in desserts	0	3	0	0	1	1	1	0	0	2	0	6	0	0	1	1	0	0	2	1	2	1	4	0	2	1	0	1	1	4	2	0	0	0	0	0	2	4	2	1	2	1	0	1	0	0	0	3	0	0	1	0	0	0	3	3	2	0	0	1	1	1	0	2	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	3	0	2	0	0	2	0	1	2	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	5	0	1	0	0	0	1	1	0	0	2	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	3	0	0	0	1	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	7	0	2	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peppermint Panna Cotta with Cranberry Coulis	0	2	0	2	2	1	2	0	0	0	1	0	1	0	0	1	0	2	2	1	0	2	4	0	2	2	0	2	1	2	0	0	0	0	0	0	0	0	1	0	3	2	0	3	1	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	2	0	0	0	0	0	0	2	0	1	0	2	0	0	1	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
Liquor Filled Chocolates	4	0	4	0	0	0	0	0	0	2	2	0	2	0	4	0	3	2	0	0	0	1	0	0	2	0	0	1	0	0	2	4	0	0	2	0	0	0	4	1	1	1	3	0	1	0	1	0	0	3	2	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	14	1	1	0	1	0	2	3	0	1	0	0	0	0	0	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	2	0	0	0	0	2	2	0	0	0	0	0	0	0	1	1	0	1	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	13	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	2	5	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	2	0	0	0	2	0	0	1	0	0	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Cheesecake made with SteviaCane	3	0	1	5	0	1	2	1	3	0	1	0	4	1	3	1	2	2	0	1	0	0	0	1	0	1	5	0	3	0	1	3	3	0	1	2	0	3	2	2	1	1	0	2	2	0	0	1	0	0	0	0	4	4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	2	0	0	3	0	0	0	0	0	0	2	0	2	3	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	2	0	0	0	0	1	3	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3	3	0	1	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
Pumpkin Cake with Mascarpone Cream and Star Anise Maple Sauce	0	0	0	0	0	1	0	2	1	0	1	0	0	2	0	1	0	1	0	1	0	1	0	1	3	1	0	1	0	1	0	0	1	0	0	3	0	0	0	1	0	1	0	0	1	4	0	0	1	0	0	1	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	2	5	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chocolate Gelato	1	1	0	5	2	2	2	0	1	1	2	2	5	0	1	2	3	1	1	2	2	1	0	1	1	2	0	1	1	0	1	0	0	2	0	0	2	0	1	0	0	1	0	4	1	0	0	0	0	1	0	2	0	0	1	0	3	1	0	1	1	1	1	0	0	0	0	0	0	1	0	1	2	0	0	2	0	1	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Chocolate cremeux with Citrus gelee	2	0	1	4	3	1	4	0	2	5	3	4	0	1	2	3	3	2	3	3	5	2	3	0	1	0	2	2	0	4	1	5	1	0	2	0	0	1	0	0	2	2	0	0	2	1	0	2	1	1	2	0	1	0	0	0	0	1	0	1	1	4	0	0	1	1	0	0	0	0	1	1	0	2	0	1	1	4	0	1	1	0	4	0	1	0	4	1	0	0	1	0	0	0	0	3	0	2	0	0	0	1	1	0	2	0	1	0	0	0	1	0	0	0	2	0	1	7	0	4	0	0	0	0	0	1	1	0	3	1	0	1	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	8	0	0	3	0	0	1	2	0	0	0	0	2	2	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	1	1	0	0	1	0	2	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	1	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	2	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	7	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	1	0	0	2
Strawberry Tarts with Cassis Cremeux	0	3	2	0	2	0	2	0	2	1	3	1	2	3	5	3	1	3	1	3	1	1	2	0	2	0	0	1	0	1	1	0	0	0	0	2	0	0	0	9	0	1	0	0	0	0	1	2	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	2	5	2	0	0	0	0	0	1	2	0	0	1	0	0	3	0	0	1	0	0	1	0	0	3	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	2	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	4	2	0	0	0	0	0	0	1	1	0	0	0	0	6	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	1	2	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	2	1	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0
Ginger Ice Cream	0	2	0	3	4	1	1	0	0	1	2	2	1	0	0	2	0	0	1	2	1	1	0	1	0	0	0	1	2	2	0	0	1	0	0	0	2	2	0	1	1	2	3	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	2	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fig Tart	0	0	0	2	2	1	4	0	0	4	0	3	1	0	0	2	0	0	0	2	4	0	2	0	2	0	1	0	0	1	0	0	0	0	1	0	2	1	0	0	1	0	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3	1	0	0	0	1	0	2	0	0	0	0	1	0	3	1	0	1	0	0	1	1	1	2	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
