Blog	groups	ashtray	stretching	sum	indians	adventure	rightly	cell	reviewing	tstyle	reverse	statements	chilling	existent	sleepy	fortunately	typically	settle	exit	lone	behave	compositions	bastards	canned	pagination	jacob	reflective	legit	eleven	exclusively	spending	rival	wings	license	norm	encourage	haircut	emerge	actors	beg	honored	closet	outfits	pr	collector	whore	teenagers	leisure	mob	ali	marry	hopeful	jobs	knocking	westerns	pleased	females	elliot	someday	cutting	ken	historic	harris	meditation	insane	chant	myth	challenge	passive	longing	curse	lenny	jewelry	ducks	supreme	joan	graduation	nigel	recordings	pedal	security	tale	butter	redhead	spice	oklahoma	html	ringing	combine	army	sentiments	funk	cuff	violence	orbit	producer	ariel	switched	snakes	careless	equation	arriving	larger	syd	trivia	sharp	quit	critic	benefits	norton	colbert	glen	industry	clue	appeared	rivers	shaking	recipe	expanded	undoubtedly	endings	dancer	sailing	viewed	jurado	drove	kil	sheen	cassettes	steam	twigs	rockabilly	pummeling	reminder	sensibility	practically	lame	grande	resulting	chatter	afghan	remembering	breathtaking	carl	alps	happiness	buying	carrie	careers	dual	bucks	origins	quintessential	infinite	andrews	sunny	tower	chapters	ipod	immortal	ma	historically	cinema	escaped	abuse	powered	eric	argue	lip	approaches	schools	cramps	ash	blogged	gentleman	caring	downs	cos	appropriate	attempting	accepting	mo	eliminate	polar	cornell	flash	christian	leaning	electricity	strongly	grief	polite	responsible	rebellion	fake	rides	implies	ha	melvins	remove	plethora	gained	bundle	mc	crashed	astronaut	celebrate	fists	patient	knowledge	pulled	wives	symphony	laundry	instinct	spiritualized	mister	allow	landed	minority	futuristic	catches	surprises	claimed	index	railroad	fictional	luke	importance	aquarium	daddy	neighbors	fourteen	dime	kim	sports	delay	loser	slower	kramer	gutter	grinding	pro	gods	vocabulary	movies	goal	mondays	birth	mould	partnership	skinny	upcoming	grandfather	delivering	groundbreaking	jacuzzi	skills	announcement	insanely	sprawling	lucas	discography	served	humming	ashley	idiots	crows	truckers	subsequently	amused	effortlessly	haze	additions	flourishes	mccarthy	heath	execution	formed	tons	analysis	winding	percentage	evokes	donuts	impress	outlet	zone	surviving	julian	complain	wheels	palace	edward	shaped	ratio	tones	ry	cred	trapped	puppets	simpson	insert	consume	zeppelin	virtue	eps	nostalgic	alaska	bend	swallowed	accidentally	hallelujah	russia	directed	misery	greg	bizarre	dean	exhausting	eccentric	formerly	clicks	accurate	crashes	mod	rarity	goodies	kenny	shannon	pros	categories	majority	audible	cosmic	euro	proven	product	remedy	elliott	problematic	amongst	slate	blew	expert	tribe	circus	vox	iris	ny	ye	crushed	cartoon	parties	university	hyper	sidewalk	jan	trials	promised	wisconsin	grape	victims	matched	graphic	booker	umbrella	eternal	junior	swamp	oil	drake	originality	apartment	potter	marianne	explosive	dum	lily	chromatics	magnet	disgusting	pockets	stanley	assured	oldham	illustrated	legend	ads	logo	continent	noir	respond	tribal	sites	barnes	delivery	impression	health	info	chairs	los	straw	directors	desk	simone	thin	cheaper	thrive	allen	maiden	elite	ab	combined	venue	jonny	nothings	emergency	axis	studied	necessity	bush	confirm	newest	walker	shades	windows	realistic	handy	mystic	correct	palmer	eden	sans	observed	coachella	gimmick	fashioned	traded	titus	ellis	couch	bean	bursts	labor	quietly	featured	tease	species	louise	guessed	reviewer	experimental	ms	overhead	breakdown	drifting	amy	finest	northwest	babes	lonesome	owls	korea	bow	swords	confidence	suzanne	observations	trumpet	pile	hating	reflects	websites	horribly	cheating	sufjan	intensity	advantage	engage	zombie	laced	moore	wears	tremendous	winners	songwriters	concise	temptation	entering	jefferson	casey	veteran	coincidentally	distorted	riding	worlds	germans	lang	manning
In the Frame Film Reviews	11	2	0	3	0	58	2	12	9	88	7	0	2	2	1	1	7	4	11	0	8	0	1	1	44	19	17	0	1	0	12	9	18	1	1	12	0	6	139	1	0	2	1	0	16	0	1	0	3	1	8	5	9	2	7	10	0	0	0	7	8	0	27	0	3	0	1	9	0	0	9	1	0	0	1	2	0	2	2	4	4	43	0	0	0	0	0	0	5	12	0	3	0	33	0	12	0	2	3	1	18	7	4	1	4	9	10	6	3	17	0	5	6	17	28	0	5	1	6	0	3	5	0	18	0	8	0	23	1	23	0	0	0	5	0	0	1	3	8	1	0	5	11	12	1	11	20	9	5	4	1	9	0	1	2	2	9	5	9	1	1	0	27	8	3	2	11	12	1	6	8	0	8	0	0	5	0	0	10	5	5	0	3	26	0	1	8	0	1	9	2	4	56	3	11	22	0	33	0	4	0	6	0	0	1	0	2	2	9	23	13	3	19	0	5	0	1	34	1	2	8	4	17	4	430	1	5	9	15	2	0	17	0	2	20	19	1	5	7	11	0	0	0	12	2	736	15	1	7	0	2	0	36	15	9	1	0	19	1	0	9	0	3	5	3	2	1	4	22	1	1	1	2	7	1	4	13	7	12	0	11	0	0	3	1	7	3	17	10	6	10	2	2	9	6	56	0	3	0	36	3	0	1	0	4	3	5	4	2	1	0	2	0	3	189	3	7	14	13	0	3	0	2	21	5	6	0	3	9	4	0	21	34	1	0	0	6	3	4	0	4	0	0	0	4	1	3	0	2	0	0	3	0	2	9	0	0	10	0	16	0	0	5	4	1	0	2	3	1	4	9	0	3	20	50	3	3	0	2	0	0	1	3	21	1	0	3	33	3	0	1	0	4	2	0	8	55	13	7	0	4	15	1	46	6	1	45	2	2	59	0	2	1	2	4	1	0	1	0	2	1	2	3	0	1	1	1	42	0	0	9	2	3	1	3	1	1	2	1	0	0	1	4	4	16	11	13	1	11	2	2	2	1	1	1	3	1	21	3	3	0	114	2	1	2	3	3	6	13	1	1	3	6	2	0	3	0	6	3	8	8	2	22	9	3	4	1	0	5	16	0	0	6	0	0	10	55	1	0	1
The Jeopardy of Contentment	21	0	0	2	0	2	0	0	1	0	0	0	1	0	4	4	1	2	3	0	0	0	6	0	0	0	0	0	1	0	4	3	0	1	0	0	1	0	2	0	0	0	4	0	0	0	0	0	2	6	6	1	0	1	6	3	0	2	1	1	0	0	1	0	2	0	2	3	0	1	2	0	0	0	1	0	3	1	2	2	0	2	0	4	0	4	0	0	1	2	2	8	0	0	0	8	14	1	0	0	0	0	2	0	1	1	6	5	0	0	0	3	3	0	3	0	0	2	2	1	1	0	1	0	3	5	6	1	0	7	0	0	1	5	3	0	4	0	1	0	4	1	2	8	0	4	2	2	1	1	7	2	1	8	1	0	0	0	5	0	6	0	2	1	0	1	1	4	5	2	0	0	0	0	0	0	0	0	3	3	0	3	0	0	7	4	9	3	1	2	0	0	26	2	9	2	0	21	2	0	0	2	2	8	0	1	1	0	0	7	3	0	1	0	0	3	3	1	1	1	2	2	9	2	0	1	0	1	1	8	4	0	4	0	7	5	1	1	1	0	8	0	0	1	0	14	0	0	3	6	0	2	37	2	0	3	0	1	140	2	2	1	4	0	1	0	0	0	55	2	0	0	3	0	1	1	1	1	5	1	2	0	0	1	0	2	2	1	1	5	3	4	2	12	1	0	0	0	0	2	9	3	0	2	7	0	3	2	0	2	0	0	1	0	3	0	5	0	1	2	0	9	0	1	2	0	1	0	0	1	0	0	1	0	1	1	6	3	3	28	0	0	0	4	0	4	0	0	0	8	0	0	0	4	2	2	0	2	3	2	0	0	0	1	0	2	0	9	13	0	0	2	0	0	0	0	0	0	3	3	0	0	0	0	1	0	0	6	0	1	0	2	0	1	7	1	1	3	4	4	0	13	0	4	0	1	4	1	0	2	1	1	1	6	22	1	1	0	1	0	0	1	3	31	1	1	4	0	0	2	4	1	0	1	0	2	0	4	0	5	0	2	0	0	3	1	8	0	1	1	0	0	1	2	0	2	0	4	7	0	0	3	0	0	0	3	0	0	0	7	0	3	1	1	1	1	15	2	2	0	2	3	2	1	3	0	11	0	1	2	0	0	0	1	5	6	2	0	0	0
MTJR RANTS & RAVES ON MUSIC	6	0	3	8	4	16	2	4	1	426	10	0	3	0	10	1	1	4	15	25	2	20	11	0	213	6	1	0	7	8	3	9	6	0	0	1	1	2	1	3	1	1	0	0	8	0	2	5	1	1	6	5	1	0	11	6	0	4	2	6	10	3	27	6	0	3	7	9	7	4	3	2	1	0	6	47	4	2	102	9	0	5	6	8	0	1	1	1	5	18	2	10	8	3	2	69	11	0	11	5	0	3	5	2	0	13	2	5	0	0	0	16	9	3	16	13	4	0	45	2	0	14	3	2	13	0	5	2	1	2	3	5	2	9	7	3	3	7	6	0	4	1	6	33	16	12	0	8	4	1	1	5	0	5	3	10	5	2	0	1	9	0	15	1	5	1	20	0	1	2	10	11	9	1	4	2	4	0	0	1	2	4	0	5	1	2	19	1	4	2	3	0	4	18	9	1	1	14	8	2	0	4	1	5	1	4	1	1	5	2	9	5	9	0	16	7	9	1	2	0	3	0	4	0	3	0	1	21	2	3	1	5	3	0	15	2	14	3	4	1	2	4	5	15	5	10	4	0	6	8	1	31	15	1	2	7	1	8	4	0	5	5	5	5	3	10	2	4	20	2	0	3	4	2	9	6	2	1	42	6	3	1	0	3	0	1	5	15	1	26	1	5	10	7	6	0	13	3	0	1	3	7	1	0	8	3	15	6	5	2	2	0	2	2	5	1	29	2	13	2	3	35	2	2	3	4	0	0	4	10	0	3	4	3	26	1	1	6	2	26	3	9	0	5	7	0	14	2	7	4	3	10	1	6	3	1	0	27	1	10	1	0	0	4	5	4	1	21	4	1	4	7	3	7	3	10	2	48	19	8	3	1	0	2	2	8	1	12	1	0	1	9	3	2	5	2	8	8	14	3	2	50	1	0	2	18	8	0	0	3	1	0	0	9	9	13	41	0	1	1	0	11	1	7	10	13	13	0	0	6	5	5	7	3	0	15	0	1	0	9	9	2	0	7	12	3	16	5	0	7	0	1	58	3	3	2	7	22	10	3	3	4	7	0	2	8	7	12	1	3	1	0	7	1	0	0	7	11	7	5	6	1	37	1	1	0	15	4	2	3	2	9	5	0	6	4	16	0	11	4
Party Full of Strangers	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	2	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	6	0	0	0	4	2	1	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	3	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	3	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	5	0	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
The Moon Topples	1	0	0	0	0	2	0	3	0	0	0	0	0	0	1	0	1	0	3	0	0	0	0	0	0	0	2	0	1	0	5	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	3	2	1	0	2	0	0	1	1	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	1	0	0	1	3	1	2	0	0	0	0	2	0	0	0	0	0	1	0	1	0	1	2	0	0	1	2	3	1	1	1	1	0	0	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	1	0	3	0	1	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	3	0	0	0	2	1	0	0	0	0	2	0	0	1	0	0	2	0	1	0	0	1	0	1	0	2	0	1	2	8	0	0	2	0	0	1	3	0	0	0	2	0	2	1	0	0	0	0	1	0	1	1	0	1	1	0	0	0	4	0	0	0	1	0	2	4	0	1	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	1	0	0	1	1	0	0	0	2	0	0	1	0	0	1	0	0	0	0	1	0	0	1	2	0	0	2	0	0	0	0	1	0	1	0	2	0	0	1	0	0	0	0	2	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	2	1	0	1	0	0	0	0	4	0	1	0	4	0	0	0	0	9	0	0	0	0	2	0	0	1	0	0	0	0	0	1	1	0	0	0	2	0	8	0	0	2	4	1	1	1	0	1	5	0	1	0	0	3	0	0	0	1	0	0	0	2	0	0	0	0	1	1	0	0	5	1	2	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	5	1	0	0	2	0	1	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	2	7	0	0	1	2	2	0	0	0	0	0	1	0	0	0
My Name Is Blue Canary	5	0	0	3	0	10	0	21	2	0	4	1	2	0	5	35	16	12	21	5	1	0	0	0	0	0	0	3	1	0	2	1	11	3	0	4	5	1	0	1	1	1	3	0	0	1	7	1	2	0	1	2	2	4	0	25	0	1	38	5	0	1	0	2	18	35	0	13	0	1	1	0	2	0	6	3	0	0	41	26	65	11	2	0	3	0	1	12	2	3	0	2	4	0	0	5	0	14	1	2	0	7	12	0	2	6	3	3	1	0	0	0	4	9	49	3	20	0	1	0	15	8	0	2	0	28	0	0	2	1	0	0	0	6	1	12	5	0	5	1	0	10	0	1	0	2	9	0	3	1	0	1	3	2	1	0	3	0	4	0	17	2	0	6	0	1	3	1	7	1	5	0	3	1	10	2	0	0	59	16	1	7	1	0	2	18	13	22	0	15	0	6	7	0	75	1	5	5	0	11	1	5	3	6	2	2	29	3	3	3	46	0	6	6	2	0	4	16	8	1	4	0	4	45	0	0	0	0	1	6	4	2	1	1	1	5	11	2	4	0	0	0	5	3	5	5	20	1	8	0	0	4	29	0	8	0	0	9	21	6	0	0	0	8	3	1	35	0	1	1	55	1	1	0	1	0	0	3	5	8	2	0	3	0	23	1	1	5	1	1	11	5	0	0	7	5	1	0	3	5	127	0	15	1	0	5	5	7	1	3	1	11	1	1	11	1	0	40	0	1	0	0	0	18	1	0	1	0	1	1	0	1	16	6	0	0	3	5	0	0	1	0	0	29	0	0	9	0	0	23	0	12	6	0	9	2	42	0	1	19	0	2	0	3	2	0	2	1	3	0	0	0	0	17	2	0	6	0	0	0	2	5	6	4	5	0	2	4	11	7	0	0	3	0	3	4	8	48	0	6	21	25	1	0	4	0	3	1	0	2	0	0	0	7	311	0	0	5	0	2	0	1	14	3	0	1	5	0	5	0	24	0	0	3	3	0	3	1	2	0	0	1	8	2	1	6	42	4	2	0	3	1	13	1	0	0	0	2	5	0	0	1	1	0	15	0	3	2	6	29	13	1	0	1	6	7	0	2	13	2	4	2	0	4	4	35	2	0	0	13	5	0	0	0	0	9	1	0	3	1
The Listening Ear	55	0	4	12	30	23	2	9	10	0	17	2	0	1	3	15	7	24	14	10	5	41	36	0	0	2	3	6	3	8	29	16	14	2	0	10	5	18	144	2	6	3	0	0	4	8	9	1	17	3	27	4	41	10	10	14	2	5	10	58	17	2	14	7	11	4	19	26	17	3	19	1	3	1	3	27	2	0	10	0	41	74	3	0	3	6	5	6	14	274	2	10	0	80	1	7	2	9	14	15	4	3	20	18	2	60	4	30	23	5	2	12	29	12	20	15	3	5	9	14	31	12	1	6	0	22	0	2	0	13	0	2	2	33	3	1	19	2	3	6	1	11	6	15	5	18	42	8	10	2	3	5	9	6	4	13	8	4	135	4	9	7	220	7	40	1	25	35	2	14	6	3	2	2	11	11	0	0	15	3	10	5	4	1	4	14	47	8	9	13	4	9	11	14	48	17	6	41	33	4	1	10	3	8	1	0	38	2	15	33	23	9	6	4	1	5	1	17	6	6	1	17	13	7	14	5	12	0	49	0	9	21	1	10	25	21	16	14	9	3	0	7	25	12	1	334	42	0	22	12	0	4	11	10	5	1	0	15	14	1	12	12	0	25	3	0	11	2	1	0	1	2	4	5	2	7	6	12	19	3	22	5	4	2	2	5	3	15	11	8	45	9	6	87	17	1	13	1	2	14	44	1	3	1	36	11	0	11	4	10	9	7	0	37	58	24	14	10	20	0	1	1	5	12	3	1	3	0	19	9	4	26	8	0	2	6	10	9	1	0	1	1	20	9	7	6	7	3	3	65	12	2	4	17	6	0	1	5	1	26	1	0	15	14	13	0	0	20	9	4	12	2	5	31	5	4	0	0	13	0	1	12	4	39	2	0	5	7	29	0	2	32	8	0	37	2	13	46	62	7	2	26	3	131	9	9	48	1	3	92	4	8	0	32	0	8	2	8	2	7	8	155	1	3	39	6	36	17	3	3	6	5	1	7	5	0	6	27	10	0	7	8	3	7	24	6	18	4	3	3	7	5	29	12	10	16	6	21	14	6	7	4	1	47	8	3	16	5	7	1	16	9	12	3	5	24	3	1	42	5	16	0	30	3	1	20	6	0	13	4	18	6	21	3	7	23	25	56	64	3
I Hate The 90s	54	10	1	4	3	6	1	10	0	6	3	0	0	0	11	1	5	3	26	10	0	14	5	0	3	4	1	0	14	1	5	4	14	4	1	0	3	11	0	2	0	4	15	0	2	3	2	1	12	2	5	0	7	4	0	4	0	2	9	10	9	0	21	1	9	1	3	1	1	2	7	4	0	0	19	6	6	2	76	2	3	5	7	4	0	6	3	8	5	7	2	28	2	4	15	100	0	14	9	1	0	2	12	0	1	18	27	0	1	4	3	1	22	2	166	7	5	2	16	0	1	6	1	0	0	2	0	1	14	5	0	4	2	2	4	3	5	0	37	1	3	4	0	5	0	16	4	7	7	4	0	11	1	2	1	18	8	0	0	2	14	1	3	1	7	1	30	2	5	3	3	3	4	0	3	0	3	0	2	2	0	5	2	7	1	6	12	1	7	3	1	0	4	5	8	6	2	13	3	0	3	27	4	11	2	6	1	2	3	3	9	1	1	2	2	6	4	6	22	1	1	1	3	6	0	14	2	12	1	3	13	2	2	5	12	8	3	12	6	7	3	4	4	12	1	11	3	11	10	14	6	11	1	1	2	0	0	9	3	0	3	6	12	16	3	3	2	3	0	26	0	1	3	5	5	2	2	4	414	1	1	6	0	2	2	1	7	5	3	3	1	9	10	3	2	0	2	1	1	6	4	10	3	0	12	5	49	1	7	4	5	6	0	1	9	6	53	17	21	1	13	39	1	4	1	2	2	0	6	6	0	0	15	2	6	1	1	6	2	14	1	3	0	3	1	16	23	2	4	3	0	3	4	6	31	5	8	4	2	3	4	12	3	7	3	0	1	3	10	7	6	0	1	5	6	0	5	0	2	0	18	2	2	6	3	1	0	8	0	3	3	0	1	6	1	5	6	5	5	6	7	57	6	1	2	2	8	1	1	13	2	1	0	13	4	3	0	4	3	4	1	76	1	1	13	2	4	1	1	0	1	3	9	3	0	0	1	2	2	0	7	6	4	5	1	7	106	1	0	6	0	1	51	2	0	5	2	9	12	13	5	8	0	3	6	2	8	2	1	12	7	0	0	0	0	0	0	11	2	1	5	1	18	2	1	2	15	2	1	6	5	3	11	1	11	4	7	0	3	4
Diagnosis: No Radio	1	0	1	2	0	5	0	0	0	6	1	1	1	0	0	0	0	0	0	1	0	2	0	1	3	0	0	1	2	1	1	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	1	0	1	1	0	0	0	1	0	0	2	2	1	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	1	0	3	2	0	0	1	1	1	0	1	0	0	0	2	8	0	2	3	3	0	3	0	0	0	8	0	0	0	1	0	1	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	2	0	7	0	3	2	4	1	0	0	0	2	0	2	0	0	2	1	0	0	0	0	0	1	3	0	1	3	4	1	0	0	0	12	3	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	5	1	2	0	1	0	0	0	2	0	0	0	0	1	2	0	0	1	8	1	0	0	0	0	0	3	0	0	0	0	0	2	1	1	1	2	4	3	0	0	0	1	0	6	0	0	0	0	2	3	0	3	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	1	0	1	0	0	3	1	0	0	1	0	0	0	3	0	2	1	1	0	0	2	1	0	0	1	3	2	1	1	0	1	0	0	0	0	0	1	6	1	1	0	0	2	0	2	0	0	0	0	0	0	0	1	0	0	12	0	0	1	1	0	1	0	2	0	0	0	1	0	0	1	1	0	0	3	2	0	0	0	0	3	0	0	0	0	8	0	0	0	1	2	2	0	0	4	3	0	0	0	4	0	0	0	0	0	3	6	1	0	0	3	0	0	1	0	0	2	2	1	2	1	1	0	0	0	0	5	1	0	0	8	0	0	34	0	0	2	0	0	0	0	0	1	1	1	1	2	5	0	0	0	1	1	1	1	0	0	0	0	0	1	3	8	0	0	1	1	1	0	0	0	0	0	2	2	1	1	2	6	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	3	1	1	0	2	1	0	0	0	0	0	1	1	2	0	0	0	1	1	0	0	1
Cherry Area	12	2	1	9	0	2	1	7	0	14	8	6	1	2	1	1	7	6	7	2	2	4	1	2	7	2	2	0	3	8	3	1	5	5	1	3	4	4	4	3	2	1	2	3	2	0	1	4	4	3	2	6	19	4	1	5	1	0	4	15	0	4	3	6	10	3	4	9	1	1	4	0	1	0	3	4	3	2	10	2	17	2	7	0	3	4	4	1	0	8	2	7	0	29	1	3	3	2	1	2	3	2	16	0	3	30	11	6	6	0	0	2	9	2	10	3	3	4	1	3	1	3	1	3	0	6	1	1	0	3	5	0	0	6	3	9	2	1	3	0	4	8	1	1	0	10	5	0	4	0	18	6	3	5	2	6	1	0	2	0	5	5	1	3	4	1	12	14	1	6	4	0	0	0	1	6	2	3	21	2	2	13	2	5	0	2	8	1	2	3	17	2	11	1	8	3	3	11	0	3	1	2	0	6	2	0	1	0	5	10	14	1	3	2	4	1	0	9	1	3	2	3	7	5	3	8	3	7	10	1	6	7	2	1	2	27	0	1	4	0	0	1	8	1	4	17	10	0	7	0	1	6	4	7	3	2	1	11	1	2	2	0	1	8	3	0	0	1	0	6	2	1	2	1	1	1	1	8	2	2	5	1	2	0	0	4	0	10	0	14	3	3	4	4	7	2	2	0	2	3	1	0	5	3	0	6	5	1	2	5	3	3	3	0	9	3	1	6	8	3	1	1	0	9	2	0	0	0	3	0	3	4	10	4	7	2	8	14	4	4	4	2	0	5	6	3	1	1	0	0	3	0	2	9	25	2	2	2	2	1	0	1	8	0	1	5	0	4	6	0	6	6	1	10	0	0	1	2	0	1	0	7	2	1	2	13	2	8	1	6	2	5	7	0	2	0	10	8	17	0	4	14	0	0	4	4	1	1	2	9	0	3	0	8	0	0	0	5	0	5	4	8	1	4	1	0	5	0	2	1	13	0	0	11	7	1	0	3	2	0	2	5	2	1	23	6	10	3	6	0	0	2	4	9	0	1	2	3	3	1	1	0	0	9	1	1	9	0	2	0	1	3	10	2	11	2	9	3	11	6	1	0	1	4	2	4	3	1	2	1	3	3	1	5	4	10	2	8	0	3
Web Science and Digital Libraries Research Group	38	0	0	6	0	5	1	3	7	0	3	3	0	2	0	14	5	2	0	1	8	0	0	4	4	3	1	0	2	0	4	0	1	18	1	28	0	2	0	0	6	0	0	2	1	0	2	0	0	1	0	1	12	0	0	7	0	1	1	2	0	7	7	1	0	0	1	46	0	0	0	0	0	0	3	17	13	1	7	0	20	3	0	0	3	1	167	0	6	0	3	0	0	0	19	3	0	6	0	0	1	2	30	1	0	1	3	0	19	0	0	0	40	1	13	1	0	1	8	0	0	0	0	12	0	8	0	0	2	0	0	0	0	1	0	1	0	0	21	1	0	6	0	4	1	3	3	0	7	5	0	3	0	2	0	4	5	1	1	0	4	1	1	1	2	15	7	8	0	28	9	0	5	6	0	2	7	1	23	8	2	0	0	0	2	4	6	1	1	1	0	0	7	2	3	1	1	2	0	9	2	6	0	0	2	0	0	0	1	56	3	0	0	0	0	0	0	73	7	0	0	1	0	6	84	3	1	1	45	0	0	3	0	1	13	10	12	12	4	2	0	0	2	0	6	10	51	0	0	0	5	0	20	1	3	1	0	8	8	0	0	2	0	19	0	1	0	0	0	5	0	0	0	2	0	0	0	8	6	0	133	0	22	0	0	0	0	0	0	0	3	1	2	6	1	5	0	0	0	1	0	1	3	4	0	1	0	0	0	1	0	2	0	0	23	1	36	0	2	1	0	0	11	15	0	14	0	0	0	4	0	14	17	2	0	1	2	24	2	0	4	5	0	1	12	0	0	0	1	15	0	1	1	8	380	0	0	22	1	2	1	0	2	5	4	0	1	2	0	1	0	0	0	3	5	1	2	0	3	0	0	0	3	0	0	0	22	1	3	10	2	0	6	0	97	2	1	2	15	13	13	22	0	7	1	0	1	3	0	2	0	1	10	11	11	0	0	1	7	9	2	5	4	1	1	1	3	1	5	0	27	0	0	0	22	0	0	1	0	0	0	0	0	0	6	0	7	0	2	0	1	2	4	30	1	0	0	1	1	0	0	0	0	1	0	0	19	1	8	0	1	0	1	64	0	0	0	4	10	5	10	0	1	0	3	13	0	2	1	3	39	0	1	0	0	0	5	0	2	12
Samtastic! Review	4	0	0	2	0	2	0	1	1	168	1	0	3	0	5	0	3	0	3	0	0	1	1	1	84	2	0	1	2	4	2	2	1	6	0	0	2	2	2	3	0	0	0	1	0	2	0	1	4	1	8	7	3	2	0	2	0	3	5	6	0	3	1	0	16	0	1	5	0	2	2	34	1	0	0	0	5	0	7	1	2	2	1	0	1	0	378	0	1	3	0	22	0	3	0	28	1	0	0	0	0	0	0	0	0	2	4	2	0	4	10	1	7	4	2	0	1	0	1	0	0	5	1	3	0	2	0	0	0	0	5	1	0	6	0	2	6	0	1	0	0	1	2	0	0	6	6	1	1	0	1	6	0	0	0	4	9	0	15	3	25	0	1	0	0	0	7	1	6	0	2	0	0	1	1	2	1	3	2	0	1	21	0	1	1	5	0	0	0	6	0	1	4	0	13	0	0	137	0	0	0	1	0	5	0	0	4	2	2	7	6	0	2	0	1	0	6	4	0	0	5	0	3	1	31	3	0	9	0	0	5	4	3	0	14	1	1	3	4	0	3	0	1	4	1	5	7	0	4	1	3	4	22	1	1	6	2	1	4	0	0	11	0	2	2	2	0	2	0	0	0	1	2	0	0	1	0	2	5	4	0	0	0	1	0	0	0	2	0	19	5	0	7	12	1	0	0	2	2	1	0	1	0	1	0	2	1	11	0	3	0	0	0	0	108	1	3	8	7	0	1	0	0	2	0	0	0	0	0	3	0	2	1	3	7	0	0	13	0	0	0	0	0	6	1	1	0	1	1	29	5	0	0	2	1	3	5	9	2	1	3	0	0	0	5	0	0	1	0	0	2	14	0	3	1	0	0	0	10	0	1	2	0	0	0	0	0	5	8	0	2	1	1	0	0	0	3	2	21	43	0	25	0	1	11	2	9	0	0	8	0	0	6	4	32	2	0	0	0	0	2	1	1	5	2	0	9	2	0	0	1	3	0	83	0	21	2	5	0	4	1	0	0	0	3	1	5	2	1	0	0	1	4	4	0	1	0	22	3	1	0	2	0	2	1	0	5	0	0	2	0	0	2	0	1	0	1	1	0	1	2	0	29	1	0	1	7	0	0	1	1	1	0	0	1	5	2	0	0	0
